Name,Set,Types,Cost,Text,Actions / Villagers,Cards,Buys,Coins / Coffers,Trash / Return,Exile,Junk,Gain,Victory Points
,,,,+1 Buy per empty supply pile.,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,"Instead of paying this card's cost, you may trash an Action card from your hand.",,,,,,,,,
Delay ,Menagerie ,Event,,"You may set aside an Action card from your hand. At the start of your next turn, play it.", !N P1,-1?,,,,,,,
Desperation ,Menagerie ,Event,,"Once per turn: You may gain a Curse. If you do, +1 Buy and +",,, !+1, !+,,,Self?,1?,
Gamble ,Menagerie ,Event,,+1 Buy, !P1?,,1, !P1?,,,,,
,,,,"Reveal the top card of your deck. If it's a Treasure or Action, you may play it. Otherwise, discard it.",,,,,,,,,
Pursue ,Menagerie ,Event,,+1 Buy,,,1,,,,,,
,,,,Name a card. Reveal the top 4 cards from your deck. Put the matches back and discard the rest.,,,,,,,,,
Ride ,Menagerie ,Event,,Gain a Horse.,,,,,,,,1,
Toil ,Menagerie ,Event,,+1 Buy,P1?,,1,,,,,,
,,,,You may play an Action card from your hand.,,,,,,,,,
Enhance ,Menagerie ,Event,,"You may trash a non-Victory card from your hand, to gain a card costing up to more than it.",,,,,1?,,, !1,
March ,Menagerie ,Event,,Look through your discard pile. You may play an Action card from it.,P1?,,,,,,,,
Transport ,Menagerie ,Event,,Choose one: Exile an Action card from the Supply; or put an Action card you have in Exile onto your deck.,,,,,,1 Supply?,,,
Banish ,Menagerie ,Event,,Exile any number of cards with the same name from your hand.,,-X,,,,X,,,
Bargain ,Menagerie ,Event,,Gain a non-Victory card costing up to . Each other player gains a Horse.,,,,,,,,1,
Invest ,Menagerie ,Event,,"Exile an Action card from the Supply. While it's in Exile, when another player gains or Invests in a copy of it, +2 Cards.",,**+2,,,,1 Supply,,,
Seize the Day ,Menagerie ,Event,,Once per game: Take an extra turn after this one.,,,,,,,,,
Commerce ,Menagerie ,Event,,Gain a Gold per differently named card you've gained this turn.,,,,,,,,X,
Demand ,Menagerie ,Event,,"Gain a Horse and a card costing up to , both onto your deck.",,,,,,,,2,
Stampede ,Menagerie ,Event,,"If you have 5 or fewer cards in play, gain 5 Horses onto your deck.",,,,,,,,5,
Reap ,Menagerie ,Event,,"Gain a Gold. Set it aside. If you do, at the start of your next turn, play it.",,,,(N +),,,,1,
Enclave ,Menagerie ,Event,,Gain a Gold. Exile a Duchy from the Supply.,,,,,,1 Supply,,1,(3  ) 
Alliance ,Menagerie ,Event,,"Gain a Province, a Duchy, an Estate, a Gold, a Silver, and a Copper",,,,,,,,6,(10  ) 
Populate ,Menagerie ,Event,,Gain one card from each Action Supply pile.,,,,,,,,X,
Way of the Butterfly ,Menagerie ,Way,,You may return this to its pile to gain a card costing exactly more than it.,,,,,1?,,, !1,
Way of the Camel ,Menagerie ,Way,,Exile a Gold from the Supply,,,,,,1 Supply,,,
Way of the Chameleon ,Menagerie ,Way,,"Follow this card's instructions; each time that would give you +Cards this turn, you get + instead, and vice-versa.",,-X,,+X,,,,,
,,,,,,+Y,,-Y,,,,,
Way of the Frog ,Menagerie ,Way,,+1 Action,1,,,,,,,,
,,,,"When you discard this from play this turn, put it onto your deck.",,,,,,,,,
Way of the Goat ,Menagerie ,Way,,Trash a card from your hand.,,,,,1,,,,
Way of the Horse ,Menagerie ,Way,,+2 Cards,1,2,,,Self,,,,
,,,,+1 Action,,,,,,,,,
,,,,Return this to its pile.,,,,,,,,,
Way of the Mole ,Menagerie ,Way,,+1 Action,1,"-X, +3",,,,,,,
,,,,Discard your hand. +3 Cards.,,,,,,,,,
Way of the Monkey ,Menagerie ,Way,,+1 Buy,,,1,+,,,,,
,,,,+,,,,,,,,,
Way of the Mouse ,Menagerie ,Way,,"Play the set-aside card, leaving it there.",(P1),,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,Setup: Set aside an unused Action costing or .,,,,,,,,,
Way of the Mule ,Menagerie ,Way,,+1 Action,1,,,+,,,,,
,,,,+,,,,,,,,,
Way of the Otter ,Menagerie ,Way,,+2 Cards,,2,,,,,,,
Way of the Ox ,Menagerie ,Way,,+2 Actions,2,,,,,,,,
Way of the Owl ,Menagerie ,Way,,Draw until you have 6 cards in your hand.,,6,,,,,,,
Way of the Pig ,Menagerie ,Way,,+1 Card,1,1,,,,,,,
,,,,+1 Action,,,,,,,,,
Way of the Rat ,Menagerie ,Way,,You may discard a Treasure to gain a copy of this.,,-1,,,,,,1,
Way of the Seal ,Menagerie ,Way,,+,,,,+,,,,,
,,,,"This turn, when you gain a card, you may put it onto your deck.",,,,,,,,,
Way of the Sheep ,Menagerie ,Way,,+,,,,+,,,,,
Way of the Squirrel ,Menagerie ,Way,,+2 Cards at the end of this turn.,,(N +2),,,,,,,
Way of the Turtle ,Menagerie ,Way,,"Set this aside. If you did, play it at the start of your next turn.", !N Pself,-1,,,,,,,
Way of the Worm ,Menagerie ,Way,,Exile an Estate from the Supply.,,,,,,1 Supply,,,(1  ) 
Bauble ,Allies ,Treasure - Liaison,,Choose two different options:,,,+1?,+?,,,,,
,,,,"+1 Buy; +; +1 Favor; this turn, when you gain a card, you may put it onto your deck.",,,,,,,,,
Sycophant ,Allies ,Action - Liaison,,+1 Action,1,-3,, !+,,,,,
,,,,"Discard 3 cards. If you discarded at least one, +.",,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,"When you gain or trash this, +2 Favors.",,,,,,,,,
Merchant Camp ,Allies ,Action,,+2 Actions,2,,,+,,,,,
,,,,+,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,"When you discard this from play, you may put it onto your deck.",,,,,,,,,
Importer ,Allies ,Action - Duration - Liaison,,"At the start of your next turn, gain a card costing up to .",,,,,,,,N 1,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,Setup: Each player gets +4 Favors.,,,,,,,,,
Sentinel ,Allies ,Action,,Look at the top 5 cards of your deck. You may trash up to 2 of them. Put the rest back in any order.,,,,,0-2?,,,,
Underling ,Allies ,Action - Liaison,,+1 Card,1,1,,,,,,,
,,,,+1 Action,,,,,,,,,
,,,,+1 Favor,,,,,,,,,
Broker ,Allies ,Action - Liaison,,Trash a card from your hand and choose one:,+X?,+X?,,+?,1,,,,
,,,,+1 Card per it costs;,,,,,,,,,
,,,,or +1 Action per it costs;,,,,,,,,,
,,,,or + per it costs;,,,,,,,,,
,,,,or +1 Favor per it costs.,,,,,,,,,
Carpenter ,Allies ,Action,,"If no Supply piles are empty, +1 Action and gain a card costing up to .", !+1,,,, !1,,,1,
,,,,"Otherwise, trash a card from your hand and gain a card costing up to more than it.",,,,,,,,,
Courier ,Allies ,Action,,+,P1?,,,"+, P1?",,,,,
,,,,Discard the top card of your deck. Look through your discard pile; you may play an Action or Treasure from it.,,,,,,,,,
Innkeeper ,Allies ,Action,,+1 Action,1,+1 or +3 -3 or +5 -6 ?,,,,,,,
,,,,"Choose one: +1 Card; or +3 Cards, then discard 3 cards; or +5 Cards, then discard 6 cards.",,,,,,,,,
Royal Galley ,Allies ,Action - Duration,,+1 Card,"P1, N P1",1,,,,,,,
,,,,"You may play a non-Duration Action card from your hand. Set it aside; if you did, then at the start of your next turn, play it.",,,,,,,,,
Town ,Allies ,Action,,Choose one:,+2?,+1?,+1?,+?,,,,,
,,,,+1 Card and +2 Actions;,,,,,,,,,
,,,,or +1 Buy and +.,,,,,,,,,
Barbarian ,Allies ,Action - Attack,,+,,,,+,,, !1,,
,,,,Each other player trashes the top card of their deck. If it costs or more they gain a cheaper card sharing a type with it; otherwise they gain a Curse.,,,,,,,,,
Capital City ,Allies ,Action,,+1 Card,2,"+1, -2?, !+2",,"-?, !+",,,,,
,,,,+2 Actions,,,,,,,,,
,,,,You may discard 2 cards for +.,,,,,,,,,
,,,,You may pay for +2 Cards.,,,,,,,,,
Contract ,Allies ,Treasure - Duration - Liaison,,,N P1?,,,+,,,,,
,,,,+1 Favor,,,,,,,,,
,,,,You may set aside an Action from your hand to play it at the start of your next turn.,,,,,,,,,
Emissary ,Allies ,Action - Liaison,,+3 Cards, !+1,3,,,,,,,
,,,,"If this made you shuffle (at least one card), +1 Action and +2 Favors.",,,,,,,,,
Galleria ,Allies ,Action,,+,,,+X,+,,,,,
,,,,"This turn, when you gain a card costing or , +1 Buy.",,,,,,,,,
Guildmaster ,Allies ,Action - Liaison,,+,,,,+,,,,,
,,,,"This turn, when you gain a card, +1 Favor.",,,,,,,,,
Highwayman ,Allies ,Action - Duration - Attack,,"At the start of your next turn, discard this from play and +3 Cards.",,N +3,,,,,,,
,,,,"Until then, the first Treasure each other player plays each turn does nothing.",,,,,,,,,
Hunter ,Allies ,Action,,+1 Action,1,+ 0-3,,,,,,,
,,,,"Reveal the top 3 cards of your deck. From those cards, put an Action, a Treasure, and a Victory card into your hand. Discard the rest.",,,,,,,,,
Modify ,Allies ,Action,,Trash a card from your hand. Choose one: +1 Card and +1 Action; or gain a card costing up to more than the trashed card.,+1?,+1?,,,1,,,1?,
Skirmisher ,Allies ,Action - Attack,,+1 Card,1,1,,+,,,,,
,,,,+1 Action,,,,,,,,,
,,,,+,,,,,,,,,
,,,,"This turn, when you gain an Attack card, each other player discards down to 3 cards in hand.",,,,,,,,,
Specialist ,Allies ,Action,,You may play an Action or Treasure from your hand.,"P1, P1?",,,"P1, P1?",,,,1?,
,,,,Choose one: play it again; or gain a copy of it.,,,,,,,,,
Swap ,Allies ,Action,,+1 Card,1,"+1, !(+1)",,,1?,,, !1,
,,,,+1 Action,,,,,,,,,
,,,,"You may return an Action from your hand to its pile, to gain to your hand a different Action costing up to .",,,,,,,,,
Marquis ,Allies ,Action,,+1 Buy,,"+X, -Y",1,,,,,,
,,,,+1 Card per card in your hand. Discard down to 10 cards in hand.,,,,,,,,,
Town Crier ,Allies ,Action - Townsfolk,,Choose one: +; or gain a Silver; or +1 Card and +1 Action.,+1?,+1?,,+?,,,,1?,
,,,,You may rotate the Townsfolk.,,,,,,,,,
Herb Gatherer ,Allies ,Action - Augur,,+1 Buy,,,1,P1?,,,,,
,,,,Put your deck into your discard pile. Look through it and you may play a Treasure from it.,,,,,,,,,
,,,,You may rotate the Augurs.,,,,,,,,,
Old Map ,Allies ,Action - Odyssey,,+1 Card,1,"+1, -1, +1",,,,,,,
,,,,+1 Action,,,,,,,,,
,,,,Discard a card. +1 Card.,,,,,,,,,
,,,,You may rotate the Odysseys.,,,,,,,,,
Blacksmith ,Allies ,Action - Townsfolk,,Choose one:,+1?,Err:509,,,,,,,
,,,,Draw until you have 6 cards in hand;,,,,,,,,,
,,,,or +2 Cards; or +1 Card and +1 Action.,,,,,,,,,
Student ,Allies ,Action - Wizard - Liaison,,+1 Action,1,,,,1,,,,
,,,,You may rotate the Wizards.,,,,,,,,,
,,,,"Trash a card from your hand. If it's a Treasure, +1 Favor and put this onto your deck.",,,,,,,,,
Tent ,Allies ,Action - Fort,,+,,,,+,,,,,
,,,,You may rotate the Forts.,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,"When you discard this from play, you may put it onto your deck.",,,,,,,,,
Battle Plan ,Allies ,Action - Clash,,+1 Card,1,"+1, +1?",,,,,,,
,,,,+1 Action,,,,,,,,,
,,,,You may reveal an Attack card from your hand for +1 Card.,,,,,,,,,
,,,,You may rotate any Supply pile.,,,,,,,,,
Acolyte ,Allies ,Action - Augur,,You may trash an Action or Victory card from your hand to gain a Gold.,,,,,"1?, Self?",,," !1, !1",
,,,,You may trash this to gain an Augur.,,,,,,,,,
Voyage ,Allies ,Action - Duration - Odyssey,,+1 Action,1,,,,,,,,
,,,,"If the previous turn wasn't yours, take an extra turn after this one, during which you can only play 3 cards from your hand.",,,,,,,,,
Miller ,Allies ,Action - Townsfolk,,+1 Action,1,1,,,,,,,
,,,,Look at the top 4 cards of your deck. Put one into your hand and discard the rest.,,,,,,,,,
Conjurer ,Allies ,Action - Duration - Wizard,,Gain a card costing up to .,,N +Self,,,,,,1,
,,,,"At the start of your next turn, put this into your hand.",,,,,,,,,
Garrison ,Allies ,Action - Duration - Fort,,+,,N +X,,+,,,,,
,,,,"This turn, when you gain a card, add a token here. At the start of your next turn, remove them for +1 Card each.",,,,,,,,,
Archer ,Allies ,Action - Attack - Clash,,+,,,,+,,,,,
,,,,"Each other player with 5 or more cards in hand reveals all but one, and discards one of those you choose.",,,,,,,,,
Sorceress ,Allies ,Action - Attack - Augur,,+1 Action,1,1,,,,, !1,,
,,,,"Name a card. Reveal the top card of your deck and put it into your hand. If it's the named card, each other player gains a Curse.",,,,,,,,,
Sunken Treasure ,Allies ,Treasure - Odyssey,,Gain an Action card you don't have a copy of in play.,,,,,,,,1,
Elder ,Allies ,Action - Townsfolk,,+,P1?,,,+,,,,,
,,,,"You may play an Action card from your hand. When it gives you a choice of abilities (e.g. “choose one”) this turn, you may choose an extra (different) option.",,,,,,,,,
Sorcerer ,Allies ,Action - Attack - Wizard,,+1 Card,1,1,,,,, !1,,
,,,,+1 Action,,,,,,,,,
,,,,"Each other player names a card, then reveals the top card of their deck. If wrong, they gain a Curse.",,,,,,,,,
Hill Fort ,Allies ,Action - Fort,,Gain a card costing up to . Choose one: Put it into your hand; or +1 Card and +1 Action.,+1?,"(+1)?, +1?",,,,,,1,
Warlord ,Allies ,Action - Duration - Attack - Clash,,+1 Action,1,N +2,,,,,,,
,,,,"At the start of your next turn, +2 Cards. Until then, other players can't play an Action from their hand that they have 2 or more copies of in play.",,,,,,,,,
Sibyl ,Allies ,Action - Augur,,+4 Cards,1,"+4, -2",,,,,,,
,,,,+1 Action,,,,,,,,,
,,,,"Put a card from your hand on top of your deck, and another on the bottom.",,,,,,,,,
Distant Shore ,Allies ,Action - Victory - Odyssey,,+2 Cards,1,2,,,,,,1,"2  , (1  ) "
,,,,+1 Action,,,,,,,,,
,,,,Gain an Estate.,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,2   ,,,,,,,,,
Lich ,Allies ,Action - Wizard,,+6 Cards,2,6,,,,,,*Self 1,
,,,,+2 Actions,,,,,,,,,
,,,,Skip a turn.,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,"When you trash this, discard it and gain a cheaper card from the trash.",,,,,,,,,
Stronghold ,Allies ,Action - Victory - Duration - Fort,,"Choose one: +; or at the start of your next turn, +3 Cards.",,N +3?,,+?,,,,,2   
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,2   ,,,,,,,,,
Territory ,Allies ,Victory - Clash,,Worth 1   per differently named Victory card you have.,,,,,,,,*X,X   
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,"When you gain this, gain a Gold per empty Supply pile.",,,,,,,,,
Architects' Guild ,Allies ,Ally,,"When you gain a card, you may spend 2 Favors to gain a cheaper non-Victory card.",,,,,,,, !1,
Band of Nomads ,Allies ,Ally,,"When you gain a card costing or more, you may spend a Favor, for +1 Card, or +1 Action, or +1 Buy.", !+1, !+1, !+1,,,,,,
Cave Dwellers ,Allies ,Ally,,"At the start of your turn, you may spend a Favor, to discard a card then draw a card. Repeat as desired.",,"-1, +1",,,,,,,
Circle of Witches ,Allies ,Ally,,"After playing a Liaison, you may spend 3 Favors to have each other player gain a Curse.",,,,,,,1,,
City-state ,Allies ,Ally,,"When you gain an Action card during your turn, you may spend 2 Favors to play it.",*P1,,,,,,,,
Coastal Haven ,Allies ,Ally,,"When discarding your hand in Clean-up, you may spend any number of Favors to keep that many cards in hand for next turn (you still draw 5).",,(N +X),,,,,,,
Crafters' Guild ,Allies ,Ally,,"At the start of your turn, you may spend 2 Favors to gain a card costing up to onto your deck.",,,,,,,,1,
Desert Guides ,Allies ,Ally,,"At the start of your turn, you may spend a Favor to discard your hand and draw 5 cards. Repeat as desired.",,-X +5,,,,,,,
Family of Inventors ,Allies ,Ally,,"At the start of your Buy phase, you may put a Favor token you have on a non-Victory Supply pile.",,,, !R1,,,,,
,,,,Cards cost less per Favor token on their piles.,,,,,,,,,
Fellowship of Scribes ,Allies ,Ally,,"After playing an Action, if you have 4 or fewer cards in hand, you may spend a Favor for +1 Card.",, !+1,,,,,,,
Forest Dwellers ,Allies ,Ally,,"At the start of your turn, you may spend a Favor to look at the top 3 cards of your deck, discard any number and put the rest back in any order.",,,,,,,,,
Gang of Pickpockets ,Allies ,Ally,,"At the start of your turn, discard down to 4 cards in hand unless you spend a Favor.",,-X,,,,,,,
Island Folk ,Allies ,Ally,,"At the end of your turn, if the previous turn wasn't yours, you may spend 5 Favors to take another turn.",,,,,,,,,
League of Bankers ,Allies ,Ally,,"At the start of your Buy phase, + per 4 Favors you have (round down).",,,,**+,,,,,
League of Shopkeepers ,Allies ,Ally,,"After playing a Liaison, if you have 5 or more Favors, +,",**+1?,,**+1?,**+?,,,,,
,,,,"and if 10 or more, +1 Action and +1 Buy.",,,,,,,,,
Market Towns ,Allies ,Ally,,"At the start of your Buy phase, you may spend a Favor to play an Action card from your hand. Repeat as desired.",P1,,,,,,,,
Mountain Folk ,Allies ,Ally,,"At the start of your turn, you may spend 5 Favors for +3 Cards.",,3,,,,,,,
Order of Astrologers ,Allies ,Ally,,"When shuffling, you may pick one card per Favor you spend to go on top.",,,,,,,,,
Order of Masons ,Allies ,Ally,,"When shuffling, you may pick up to 2 cards per Favor you spend to put into your discard pile.",,,,,,,,,
Peaceful Cult ,Allies ,Ally,,"At the start of your Buy phase, you may spend any number of Favors to trash that many cards from your hand.",,,,,X,,,,
Plateau Shepherds ,Allies ,Ally,,"When scoring, pair up your Favors with cards you have costing , for 2   per pair. ",,,,,,,,,X   
Trappers' Lodge ,Allies ,Ally,,"When you gain a card, you may spend a Favor to put it onto your deck.",,,,,,,,,
Woodworkers' Guild ,Allies ,Ally,,"At the start of your Buy phase, you may spend a Favor to trash an Action card from your hand. If you did, gain an Action card.",,,,,1?,,, !1,
Cage ,Plunder ,Treasure - Duration,,"Set aside up to 4 cards from your hand face down (on this). The next time you gain a Victory card, trash this, and put the set aside cards into your hand at end of turn.",,- 0-4(X),,,**Self,,,,
,,,,,,**(N +X),,,,,,,
Grotto ,Plunder ,Action - Duration,,+1 Action,1,- 0-4(X),,,,,,,
,,,,"Set aside up to 4 cards from your hand face down (on this). At the start of your next turn, discard them, then draw as many.",,N +Y (X=Y),,,,,,,
Jewelled Egg ,Plunder ,Treasure,,,,,1,+,,,,*1,
,,,,+1 Buy,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,"When you trash this, gain a Loot.",,,,,,,,,
Search ,Plunder ,Action - Duration,,+,,,,+,,,,**1,
,,,,"The next time a Supply pile empties, trash this and gain a Loot.",,,,,,,,,
Shaman ,Plunder ,Action,,+1 Action,1,,,+,1?,,N... !Self,N... 1,N... !(X  ) 
,,,,+,,,,,,,,,
,,,,You may trash a card from your hand.,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,"In games using this, at the start of your turn, gain a card from the trash costing up to .",,,,,,,,,
Secluded Shrine ,Plunder ,Action - Duration,,+,,,,+,**2,,,,
,,,,"The next time you gain a Treasure, trash up to 2 cards from your hand.",,,,,,,,,
Siren ,Plunder ,Action - Duration - Attack,,"Each other player gains a Curse. At the start of your next turn, draw until you have 8 cards in hand.",,N =8,,,*1 or Self ?,,1,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,"When you gain this, trash it unless you trash an Action from your hand.",,,,,,,,,
Stowaway ,Plunder ,Action - Duration - Reaction,,"At the start of your next turn, +2 Cards.",**Pself,N +2,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,"When anyone gains a Duration card, you may play this from your hand.",,,,,,,,,
Taskmaster ,Plunder ,Action - Duration,,"+1 Action, +, and if you gain a card costing exactly this turn, then at the start of your next turn, repeat this ability.","+1, !N +1",,,"+, !N +",,,,,
Abundance ,Plunder ,Treasure - Duration,,The next time you gain an Action card: +1 Buy and +.,,,**+1,**+,,,,,
Cabin Boy ,Plunder ,Action - Duration,,+1 Card,1,1,,N +?,N self?,,, !N 1,
,,,,+1 Action,,,,,,,,,
,,,,"At the start of your next turn, choose one: +; or trash this to gain a Duration card.",,,,,,,,,
Crucible ,Plunder ,Treasure,,Trash a card from your hand. + per it costs.,,,,+,1,,,,
Flagship ,Plunder ,Action - Duration - Command,,+,**P1,,,+,,,,,
,,,,"The next time you play a non-Command Action card, replay it.",,,,,,,,,
Fortune Hunter ,Plunder ,Action,,+,,,,"+, P1?",,,,,
,,,,Look at the top 3 cards of your deck. You may play a Treasure from them. Put the rest back in any order.,,,,,,,,,
Gondola ,Plunder ,Treasure - Duration,,Either now or at the start of your next turn: +,*P1,,,"+?, N +?",,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,"When you gain this, you may play an Action card from your hand.",,,,,,,,,
Harbor Village ,Plunder ,Action,,+1 Card,2,1,,**+,,,,,
,,,,+2 Actions,,,,,,,,,
,,,,"After the next Action you play this turn, if it gave you +, +.",,,,,,,,,
Landing Party ,Plunder ,Action - Duration,,+2 Cards,2,2,,,,,,,
,,,,+2 Actions,,,,,,,,,
,,,,"The next time the first card you play on a turn is a Treasure, put this onto your deck afterwards.",,,,,,,,,
Mapmaker ,Plunder ,Action - Reaction,,Look at the top 4 cards of your deck. Put 2 into your hand and discard the rest.,**Pself,2,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,"When any player gains a Victory card, you may play this from your hand.",,,,,,,,,
Maroon ,Plunder ,Action,,Trash a card from your hand.,,+X,,,1,,,,
,,,,"+2 Cards per type it has (Action, Attack, etc.).",,,,,,,,,
Rope ,Plunder ,Treasure - Duration,,,,N +1,1,+,N 1?,,,,
,,,,+1 Buy,,,,,,,,,
,,,,"At the start of your next turn, +1 Card and you may trash a card from your hand.",,,,,,,,,
Swamp Shacks ,Plunder ,Action,,+2 Actions,2,+X,,,,,,,
,,,,+1 Card per 3 cards you have in play (round down).,,,,,,,,,
Tools ,Plunder ,Treasure,,Gain a copy of a card anyone has in play.,,,,,,,,1,
Buried Treasure ,Plunder ,Treasure - Duration,,"At the start of your next turn, +1 Buy and +.",*Pself,,N +1,N +,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,"When you gain this, play it.",,,,,,,,,
Crew ,Plunder ,Action - Duration,,+3 Cards,,3,,,,,,,
,,,,"At the start of your next turn, put this onto your deck.",,,,,,,,,
Cutthroat ,Plunder ,Action - Duration - Attack,,Each other player discards down to 3 cards in hand.,,,,,,,,**1,
,,,,"The next time anyone gains a Treasure costing or more, gain a Loot.",,,,,,,,,
Enlarge ,Plunder ,Action - Duration,,"Now and at the start of your next turn: Trash a card from your hand, and gain one costing up to more.",,,,,"1, N 1",,,"1, N 1",
Figurine ,Plunder ,Treasure,,+2 Cards,,"+2, -1?", !+1, !+,,,,,
,,,,You may discard an Action card for +1 Buy and +.,,,,,,,,,
First Mate ,Plunder ,Action,,"Play any number of Action cards with the same name from your hand, then draw until you have 6 cards in hand.",PX,6,,,,,,,
Frigate ,Plunder ,Action - Duration - Attack,,+,,,,+,,,,,
,,,,"Until the start of your next turn, each time another player plays an Action card, they discard down to 4 cards in hand afterwards.",,,,,,,,,
Longship ,Plunder ,Action - Duration,,+2 Actions,2,N +2,,,,,,,
,,,,"At the start of your next turn, +2 Cards.",,,,,,,,,
Mining Road ,Plunder ,Action,,+1 Action,1,,1,"+, !P1",,,,,
,,,,+1 Buy,,,,,,,,,
,,,,+,,,,,,,,,
,,,,"Once this turn, when you gain a Treasure, you may play it.",,,,,,,,,
Pendant ,Plunder ,Treasure,,+ per differently named Treasure you have in play.,,,,+,,,,,
Pickaxe ,Plunder ,Treasure,,,, !(+1),,+,1,,, !1,
,,,,"Trash a card from your hand. If it costs or more, gain a Loot to your hand.",,,,,,,,,
Pilgrim ,Plunder ,Action,,+4 Cards,,"+4, -1",,,,,,,
,,,,Put a card from your hand onto your deck.,,,,,,,,,
Quartermaster ,Plunder ,Action - Duration,,"At the start of each of your turns for the rest of the game, choose one: Gain a card costing up to , setting it aside on this; or put a card from this into your hand.",,N... +1?,,,,,,N... 1?,
Silver Mine ,Plunder ,Treasure,,Gain a Treasure costing less than this to your hand.,,(+1),,,,,,1,
Trickster ,Plunder ,Action - Attack,,Each other player gains a Curse.,, !(N +1),,,,,1,,
,,,,"Once this turn, when you discard a Treasure from play, you may set it aside. Put it in your hand at end of turn.",,,,,,,,,
Wealthy Village ,Plunder ,Action,,+1 Card,2,1,,,,,,*1,
,,,,+2 Actions,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,"When you gain this, if you have at least 3 differently named Treasures in play, gain a Loot.",,,,,,,,,
Sack of Loot ,Plunder ,Treasure,,,,,1,+,,,,1,
,,,,+1 Buy,,,,,,,,,
,,,,Gain a Loot.,,,,,,,,,
King's Cache ,Plunder ,Treasure,,You may play a Treasure from your hand 3 times.,,,,P3?,,,,,
Amphora ,Plunder ,Treasure - Duration - Loot,,Either now or at the start of your next turn: +1 Buy and +.,,,"+1?, N +1?","+?, N +?",,,,,
Doubloons ,Plunder ,Treasure - Loot,,"When you gain this, gain a Gold.",,,,+,,,,1,
Endless Chalice ,Plunder ,Treasure - Duration - Loot,,Now and at the start of each of your turns for the rest of the game:,,,N... +1,N... +,,,,,
,,,,,,,,,,,,,
,,,,+1 Buy,,,,,,,,,
Figurehead ,Plunder ,Treasure - Duration - Loot,,,,N +2,,+,,,,,
,,,,"At the start of your next turn, +2 Cards.",,,,,,,,,
Hammer ,Plunder ,Treasure - Loot,,,,,,+,,,,1,
,,,,Gain a card costing up to .,,,,,,,,,
Insignia ,Plunder ,Treasure - Loot,,,,,,+,,,,,
,,,,"This turn, when you gain a card, you may put it onto your deck.",,,,,,,,,
Jewels ,Plunder ,Treasure - Duration - Loot,,,,,1,+,,,,,
,,,,+1 Buy,,,,,,,,,
,,,,"At the start of your next turn, put this on the bottom of your deck.",,,,,,,,,
Orb ,Plunder ,Treasure - Loot,,Look through your discard pile.,P1?,,+1?,"P1?, +?",,,,,
,,,,Choose one: Play an Action or Treasure from it; or +1 Buy and +.,,,,,,,,,
Prize Goat ,Plunder ,Treasure - Loot,,,,,1,+,1?,,,,
,,,,+1 Buy,,,,,,,,,
,,,,You may trash a card from your hand.,,,,,,,,,
Puzzle Box ,Plunder ,Treasure - Loot,,,,"-1, !(N +1)",1,+,,,,,
,,,,+1 Buy,,,,,,,,,
,,,,You may set aside a card from your hand face down. Put it into your hand at end of turn.,,,,,,,,,
Sextant ,Plunder ,Treasure - Loot,,,,,1,+,,,,,
,,,,+1 Buy,,,,,,,,,
,,,,Look at the top 5 cards of your deck. Discard any number. Put the rest back in any order.,,,,,,,,,
Shield ,Plunder ,Treasure - Reaction - Loot,,,,,1,+,,,,,
,,,,+1 Buy,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,"When another player plays an Attack, you may first reveal this from your hand to be unaffected.",,,,,,,,,
Spell Scroll ,Plunder ,Action - Treasure - Loot,,"Trash this to gain a cheaper card. If it's an Action or Treasure, you may play it.", !P1?,,, !P1?,Self,,,1,
Staff ,Plunder ,Treasure - Loot,,,P1?,,1,+,,,,,
,,,,+1 Buy,,,,,,,,,
,,,,You may play an Action from your hand.,,,,,,,,,
